,2700.0,2706.6666666666665,2713.333333333333,2720.0,2726.6666666666665,2733.333333333333,2740.0,2746.6666666666665,2753.333333333333,2760.0,2766.6666666666665,2773.333333333333,2780.0,2786.6666666666665,2793.333333333333,2800.0,2806.6666666666665,2813.333333333333,2820.0,2826.6666666666665,2833.333333333333,2840.0,2846.6666666666665,2853.333333333333,2860.0,2866.6666666666665,2873.333333333333,2880.0,2886.6666666666665,2893.333333333333,2900.0,2906.6666666666665,2913.333333333333,2920.0,2926.6666666666665,2933.333333333333,2940.0,2946.6666666666665,2953.333333333333,2960.0,2966.6666666666665,2973.333333333333,2980.0,2986.6666666666665,2993.333333333333,3000.0,3006.6666666666665,3013.333333333333,3020.0,3026.6666666666665,3033.333333333333,3040.0,3046.6666666666665,3053.333333333333,3060.0,3066.6666666666665,3073.333333333333,3080.0,3086.6666666666665,3093.333333333333,3100.0
Phosphatidylethanolamine,0.0159530027216204,0.0271599333288135,0.0358076219148214,0.0451213375475638,0.0517683662742896,0.0461112304242649,0.0241955614476225,0.0199538039973104,0.0135304977288362,0.0128091469997061,0.002961519024225,0.0,0.0068851096466704,0.0139836795166999,0.0172069060794903,0.0224161809474037,0.0282053965499271,0.0424103660590795,0.0595646101806606,0.0924065298052993,0.1654251980400703,0.3131870896131442,0.7977798008178522,1.0,0.8420318425524661,0.7227268555810601,0.7632697941679166,0.795196651962739,0.8652817275736696,0.9007872976056917,0.8970283416011591,0.858301979624116,0.8177494844224628,0.7931297433141917,0.8020590219639302,0.7884995131348784,0.7150471498577957,0.5277553753513743,0.4381546810508592,0.4086174250500295,0.3687614965183375,0.3014246071570036,0.2440215899469555,0.1918176279646095,0.1657330328895087,0.1699352374932982,0.1839839476481406,0.1710902414682373,0.1227772981245729,0.0913977450224621,0.0622184687736302,0.048248345013118,0.0404937900097653,0.0243254423206872,0.0202866438208433,0.0191528946505304,0.0065232004285633,0.0110623050449401,0.0108013426704,0.0046830949051492,0.0005362840570263
Phospholipid,0.0347258219430564,0.0411515796215017,0.044762455821924,0.054344761731291,0.0570984044770953,0.0625733522435907,0.0558005696056938,0.0522893418328535,0.0502629334010485,0.0468675432730336,0.0442760124433137,0.0396413691837405,0.0411581243895957,0.0428095682039831,0.0478325366964089,0.0553784468958555,0.0586461422256999,0.0678807307165329,0.0763100789767597,0.0938420975113284,0.1156052659696716,0.1836921091532591,0.3415312189695239,0.4081206717362837,0.4107513544097304,0.4265390592462872,0.4866281897086118,0.5545701949824108,0.6068622451441781,0.6525789885993734,0.6862287722855256,0.702551601892529,0.7374069292993587,0.79814896810667,0.8949371063596916,1.0,0.958770585025059,0.7953627868052079,0.6578831991171316,0.5642025909123368,0.4858436568986087,0.4226487448657676,0.3532689812202079,0.2904058366716501,0.2325706087138218,0.1771009095690611,0.1324869199859746,0.1046348839410814,0.0780090283043959,0.0587430927672388,0.0462717201548091,0.0355313448015505,0.0310803674651967,0.0242117209666057,0.0250713312242752,0.023266640743803,0.0131753184625001,0.0089959679687809,0.0056061449775169,0.0043171082056275,0.0
Cholesterol,0.0342506218331366,0.0351562420381868,0.0507276191850115,0.0507402693456739,0.0370326091562847,0.0379290884891517,0.0397586591489616,0.035560272755189,0.0347089820919915,0.0385274264313955,0.0295506471361143,0.0257418192519583,0.0247118760870826,0.025139480395127,0.0287711391958159,0.0285349805943898,0.0352894894841168,0.0464341219983673,0.0784745501080814,0.1980072577764393,0.1841825041490457,0.1944913476255278,0.3227316707776209,0.4524503965064535,0.503368204946767,0.7862228081895078,0.5599367845337697,0.5391795161879299,0.7391839886481629,0.8242041992901274,0.7987249710898924,0.8793416704134888,0.7374889237598307,0.6963579680256003,0.814527958825905,1.0,0.8410595184747908,0.823354946640991,0.6881902917020938,0.6878582761703941,0.5487866590920739,0.4509245819940499,0.2981504850878033,0.2128832004773547,0.1244544444200475,0.0791024625783782,0.0573231772583112,0.0465822879291145,0.0465143578678364,0.0521489957541653,0.0407815213829987,0.0318048334010429,0.0238722153835324,0.0175865139199903,0.0098869416082454,0.0063506285222094,0.0037761854633808,0.001362936884563,0.0002306246410105,0.0,0.0019934634116631
Cardiolipin,0.0335008046801098,0.040575062391609,0.0518307023391985,0.0594607827112293,0.0632319180533223,0.0615838199794853,0.0482672346534888,0.0379446999889277,0.0301586543052916,0.0266522570143103,0.0264088754286964,0.0279162757987647,0.030429137472109,0.0369498774325647,0.0410378366594303,0.0444549178383521,0.0510542774546456,0.0638611412672292,0.0870862650490322,0.1292360445089974,0.2040338236661247,0.3393495892410819,0.6943421018490934,0.9574275007620312,0.8768922058649864,0.7935987239336132,0.8466199133928499,0.8417513246466631,0.9131188834652442,0.9795175139642586,1.0,0.9887575346379291,0.9603170657537564,0.944830595280528,0.9368885645506856,0.9265167807813224,0.8543088231146964,0.6481707121160087,0.5470847159851103,0.5120988484923759,0.4429146314274683,0.3437271059380676,0.2671644816711608,0.2145398927020441,0.1989018927830511,0.2306859402479485,0.3390382734627848,0.3912049482109493,0.2578829379006469,0.1343424393790265,0.0776927462159623,0.0509444409295778,0.0369032617097822,0.0296422872243469,0.026762078758921,0.0248712782617663,0.0191989325687258,0.0121829704973761,0.0065132719222114,0.0032646683928766,0.0
Sphingosine,0.0405565223916941,0.047288253645631,0.0590398451257294,0.0716555779940721,0.0766414709020522,0.0601881526491759,0.0387110391775238,0.0300851562985639,0.0298898443551939,0.0302801488446403,0.0319356120561138,0.0285383635943866,0.0280362885142924,0.0286553152268497,0.0315156380184515,0.0315934952441816,0.0381829550559617,0.0486376920804499,0.0680053889316022,0.1270075320256453,0.226991298415547,0.4431317902414943,0.6676359661000731,0.5796051805022182,0.5719594224510178,0.5796035480247131,0.7036912208716158,1.0,0.7241068709446137,0.5046988622658828,0.4401693211698328,0.3886438477349033,0.3461893734658593,0.3283995860686603,0.3276062976855453,0.3153731526546944,0.2571756733736436,0.1492982432595358,0.1209271645700719,0.1359962497910464,0.0976105532640761,0.067664902272601,0.0585647377510706,0.0860250171265738,0.1101323514133634,0.0656156555834399,0.0385881752825222,0.0276297106074251,0.0182821985324587,0.0143211950039251,0.0096722977009907,0.008568129832003,0.0079305263184533,0.0068722646110334,0.005356941144899,0.0045091697805057,0.0028875715049299,0.0016322210407145,0.0011652650725393,0.0013273030608698,0.0
Cholesterol ester,0.042721116144641,0.0580509598246759,0.0843890908719574,0.071995875691074,0.0703248673151969,0.0606146622485757,0.0512692129778201,0.0461808121574403,0.0473632708429662,0.0433269632154546,0.0404397415246957,0.0336754344126316,0.0297899941388351,0.0366341367728179,0.0421683460592858,0.0493561751268032,0.0585732093961517,0.0780063286648901,0.1288476693360994,0.2433057192494469,0.3211451866591879,0.555167847965209,0.8951723755028184,0.8800553070470022,0.8705950005522188,1.0,0.8876801484182685,0.8217079012556372,0.8877261350251563,0.9045253815226306,0.8915363644914003,0.8571316406053787,0.8023735081155977,0.8077293605307112,0.8645866126530573,0.918230456151207,0.7995433100227339,0.738488057761278,0.6480750737058291,0.5679991195254233,0.5906346829856803,0.4459329176281634,0.2746520633944879,0.1657879933197566,0.116258291918906,0.1127401074061077,0.1353228892232682,0.1274583821151778,0.0863662042188014,0.0647733987292567,0.0549966012694914,0.0400899143546875,0.0287041315994693,0.0248399682644549,0.0148501083653961,0.0107225868700156,0.0091611157266588,0.0051163901658037,0.0033728155523647,0.0006759384059167,0.0
Dsg-Phosphatidylinositol,0.0383509744717443,0.0467021634025698,0.0595880630731854,0.0634461916113601,0.0732824981931141,0.0629918701617578,0.0471724119003329,0.0351038528689991,0.0298456324022583,0.0220673824700671,0.0251811890085148,0.020424695906375,0.0223497563041015,0.0304476796431732,0.032099956388821,0.0374828062004193,0.0414608103574439,0.0535512861335193,0.0732228479017684,0.1083994712253033,0.1752444217297215,0.3593518901626426,0.9030159010435688,1.0,0.8232630862700834,0.7227628282862676,0.788592081133087,0.8661955580325601,0.9610513547693182,0.9799704290982448,0.9653623222934772,0.9122581616674617,0.8537509403125488,0.8200823564959815,0.811691305903066,0.7778902269032216,0.6790482261066669,0.4932366725793326,0.4355991665496285,0.4181323396195528,0.3589550510110192,0.2860231114410506,0.2229153993851387,0.180301674209319,0.1593480167915034,0.1590192008887212,0.1636360205085124,0.1398689089876942,0.101371413216182,0.0687750941099272,0.0485193492773388,0.0340547094032658,0.0261158324129565,0.0175767256289599,0.0140791250592447,0.008060005506098,0.0058963070847334,0.0061720339722889,0.0035630691018485,0.0013087415854761,0.0
L-alpha-Phosphatidylinositol,0.0370817519033783,0.0470298569322727,0.063184807128577,0.07483906897077,0.078013054960961,0.0687674483810829,0.0520911519067844,0.0415099863229001,0.0350280403605597,0.033138385302976,0.033080986197049,0.0324485593136772,0.0340566233728755,0.0390960006237093,0.0445528332553596,0.0489164295868246,0.0553063218174352,0.0691140217684639,0.095678493067184,0.1482272669273701,0.2375568847564496,0.4684758547225046,0.9358399596399078,0.8585265523084253,0.744193827632413,0.7041340929647122,0.8345552718178777,1.0,0.9212281260135492,0.8428378066414817,0.8718892940073952,0.8163784098371322,0.7121827450692109,0.6848090722620375,0.703536488497123,0.7175056633876321,0.6579596460524457,0.4526217514274259,0.4092245175868308,0.4206198474253074,0.3308472775692123,0.2407899593686017,0.1909629578116684,0.136359579298246,0.1005700524923862,0.1100688968793549,0.1900094643530095,0.2427107618978593,0.1536582305688702,0.0837140526832716,0.0499321463504238,0.0334465900490936,0.0252325195083577,0.02063760312352,0.0165515160633185,0.015417061273252,0.0120765276989853,0.0071309856518116,0.0039587853936749,0.002505289190767,0.0
L-alpha-Phosphatidylglycerol,0.0404572099403967,0.0526825562470231,0.0718606039786373,0.0758263241523092,0.0824561904931516,0.0749802672798524,0.0506091287444415,0.0444513401684299,0.0330676319359497,0.0285738109277546,0.0296277956146021,0.0302250601474152,0.0305355789173818,0.037667998788038,0.0455501733300366,0.048733072611353,0.0560392493177957,0.065988371472267,0.0901371912123396,0.1496676728800182,0.2376804465282392,0.5086554161321275,0.902687387800732,0.827670241965359,0.7211647609236774,0.7063024331504911,0.838336427025426,1.0,0.9559298598427136,0.8552300509487131,0.8039488079330731,0.7453109725053698,0.6935089058593512,0.6699101570148768,0.6603319156259776,0.6573316597236267,0.6058206049528208,0.4656436588818124,0.3915058361146801,0.3713997827650058,0.3141049114889261,0.240754128928627,0.1965358324672577,0.1554577486209331,0.1179641772960572,0.1144553405036566,0.1610366576241513,0.1863703837269954,0.127114202677938,0.0720516962186753,0.041226545127514,0.0314262612148431,0.0249764998391148,0.0231105644647185,0.0198935902927183,0.0144422250721895,0.0069890891214756,0.0041653839638634,0.0051637875955261,0.0033035675788401,0.0
Lyso-Phosphatidate,0.0165962579918583,0.0344907989684704,0.0406975372635824,0.0401004240568135,0.0496265201414375,0.0480811314581477,0.0237406921486228,0.0156632057679178,0.0011583532787016,0.004088967710187,0.0,0.0078591203155573,0.0034260169566452,0.0086266168525367,0.0136886523498812,0.0215745375273474,0.0236019176131428,0.0339173192708553,0.06372424494834,0.1206451175710691,0.2244248628404687,0.4483651735821299,0.887057342005218,0.762900285320803,0.6778594172510228,0.6583603875261276,0.7861453276375786,0.9580401344301672,1.0,0.813913196633809,0.7884852865004958,0.7389101600514848,0.6638053893537221,0.6361282203992203,0.6039970379264328,0.5873284030259823,0.5210507292344057,0.3747985526042104,0.3353741263793628,0.3216830251311156,0.249032597131495,0.1836214994366485,0.1471438624910923,0.1353317181559951,0.1375778403214508,0.2002894324040694,0.2024339262688587,0.1166301541710594,0.0726478768678073,0.0474373715030025,0.0351399719717034,0.0271365489524986,0.0244065001018847,0.0225755993126962,0.0219465965024256,0.0225507890633051,0.0125247639767089,0.0120619032578968,0.0102597214270786,0.0065439752821318,0.0052556718590042
Phosphatidylcholine,0.0336341615404376,0.0458539633170654,0.0605763469222004,0.0683725574958846,0.0726810951355071,0.0625145780464794,0.0464944733987443,0.0349022942395349,0.0282788344915025,0.0260749970969018,0.0237070151513877,0.0263823028276538,0.0288134427311153,0.034399396473197,0.0399405898171346,0.0483320753308493,0.0577995829494273,0.0721366311790186,0.0966991155229281,0.1466154108937054,0.2268898261572524,0.4260531197806595,0.966732473160516,1.0,0.8384273525191582,0.754787543419174,0.8490108474917903,0.9298879358296448,0.9763389123801622,0.9529462059929144,0.9314917365107136,0.8853558417902077,0.8472365029324167,0.8451652113576476,0.8503789606668957,0.84717481297196,0.7560122584236236,0.5416064308153735,0.472114251179677,0.4795260914468762,0.4387892833265402,0.3860441937395077,0.334817679079382,0.2735425879521708,0.2206179095765209,0.2067981560154481,0.2456312573811357,0.2646286133701446,0.202278292343298,0.1591101143155109,0.149005376059667,0.1299488585373828,0.0973093335362587,0.067800416778997,0.0459724321734628,0.0304705310322149,0.018891458118354,0.009916397388846,0.0053877381843528,0.0028368310911549,0.0
Triglyceride,0.0196634681376831,0.0268639901988747,0.0359670825080669,0.042778241864738,0.0528549994769344,0.0570634325240064,0.0487684715212793,0.03799886161203,0.0264372131817422,0.0190851638494731,0.016111129971528,0.0160011710438356,0.015608713654454,0.0171101626160074,0.0183433658929129,0.0196783863989985,0.0233785019112854,0.0300024019500413,0.0404224311963228,0.0549802388009608,0.0781514385227839,0.1373797945359974,0.3210769234630591,0.5094113570953708,0.5314157618156561,0.5335119460569968,0.6678342796757784,0.6161078095277134,0.5540687098911243,0.5749121346544628,0.6130751505127077,0.6646451817559687,0.7086259688369769,0.725424716676652,0.7547029114291586,0.8999287045910361,1.0,0.7481919461763343,0.5815534069690466,0.5407129445325499,0.4775170881885952,0.3666498526481904,0.2613082895258892,0.1909041130377369,0.1523402008982433,0.1232057174861578,0.1021970900234199,0.0853635522903872,0.0686206786499514,0.0552297264956591,0.0430423777956509,0.0326410787552467,0.0247870919623129,0.0188137502559868,0.0140188415454708,0.010438722544228,0.0076122015942004,0.0052491417472356,0.0032235882142641,0.0022058871616997,0.0
